DATE;N_AIRTMP_MAX;N_AIRTMP_MIN;above_pct;HW
0;1961-01-01;27.9;19.0;0;0
1;1961-01-02;26.0;19.1;0;0
2;1961-01-03;31.4;19.0;0;0
3;1961-01-04;27.9;20.0;0;0
4;1961-01-05;30.7;18.7;0;0
5;1961-01-06;28.4;19.5;0;0
6;1961-01-07;27.5;19.9;0;0
7;1961-01-08;28.5;19.8;0;0
8;1961-01-09;31.0;20.3;0;0
9;1961-01-10;32.3;20.1;0;0
10;1961-01-11;29.7;20.3;0;0
11;1961-01-12;31.3;19.0;0;0
12;1961-01-13;31.4;16.6;0;0
13;1961-01-14;30.9;18.4;0;0
14;1961-01-15;32.0;16.6;0;0
15;1961-01-16;31.4;16.6;0;0
16;1961-01-17;31.2;18.0;0;0
17;1961-01-18;31.9;19.4;0;0
18;1961-01-19;32.6;20.0;0;0
19;1961-01-20;30.0;18.7;0;0
20;1961-01-21;32.5;18.0;0;0
21;1961-01-22;33.4;19.3;0;0
22;1961-01-23;29.1;20.2;0;0
23;1961-01-24;31.4;19.8;0;0
24;1961-01-25;31.0;19.7;0;0
25;1961-01-26;25.9;18.0;0;0
26;1961-01-27;22.2;17.4;0;0
27;1961-01-28;22.3;17.4;0;0
28;1961-01-29;26.5;17.6;0;0
29;1961-01-30;29.8;18.6;0;0
30;1961-01-31;32.0;18.2;0;0
31;1961-02-01;32.3;17.7;0;0
32;1961-02-02;33.3;17.9;0;0
33;1961-02-03;32.8;17.2;0;0
34;1961-02-04;32.5;19.5;0;0
35;1961-02-05;29.3;18.2;0;0
36;1961-02-06;31.6;18.4;0;0
37;1961-02-07;33.3;18.5;0;0
38;1961-02-08;33.5;18.8;0;0
39;1961-02-09;33.5;18.6;0;0
40;1961-02-10;32.0;20.7;0;0
41;1961-02-11;30.9;18.8;0;0
42;1961-02-12;27.3;19.4;0;0
43;1961-02-13;23.4;19.5;0;0
44;1961-02-14;26.8;17.9;0;0
45;1961-02-15;26.8;15.1;0;0
46;1961-02-16;26.4;15.0;0;0
47;1961-02-17;24.3;18.6;0;0
48;1961-02-18;27.3;18.0;0;0
49;1961-02-19;27.3;17.8;0;0
50;1961-02-20;30.7;17.2;0;0
51;1961-02-21;30.2;19.6;0;0
52;1961-02-22;30.5;19.3;0;0
53;1961-02-23;25.3;18.8;0;0
54;1961-02-24;27.7;19.3;0;0
55;1961-02-25;29.7;20.2;0;0
56;1961-02-26;30.5;21.1;0;0
57;1961-02-27;27.6;19.6;0;0
58;1961-02-28;26.7;19.6;0;0
59;1961-03-01;26.5;19.3;0;0
60;1961-03-02;28.4;17.6;0;0
61;1961-03-03;31.9;15.2;0;0
62;1961-03-04;31.9;16.2;0;0
63;1961-03-05;31.7;18.0;0;0
64;1961-03-06;27.9;19.2;0;0
65;1961-03-07;22.1;19.4;0;0
66;1961-03-08;26.4;19.1;0;0
67;1961-03-09;30.7;19.6;0;0
68;1961-03-10;33.0;18.0;0;0
69;1961-03-11;33.4;19.2;0;0
70;1961-03-12;31.1;19.7;0;0
71;1961-03-13;31.4;19.2;0;0
72;1961-03-14;30.7;18.5;0;0
73;1961-03-15;30.7;19.2;0;0
74;1961-03-16;31.0;20.0;0;0
75;1961-03-17;30.9;20.0;0;0
76;1961-03-18;28.8;19.6;0;0
77;1961-03-19;28.0;19.4;0;0
78;1961-03-20;31.4;18.4;0;0
79;1961-03-21;29.1;18.2;0;0
80;1961-03-22;32.7;19.5;0;0
81;1961-03-23;32.8;20.1;0;0
82;1961-03-24;31.4;19.7;0;0
83;1961-03-25;31.8;18.0;0;0
84;1961-03-26;31.7;18.6;0;0
85;1961-03-27;24.6;16.9;0;0
86;1961-03-28;24.4;15.2;0;0
87;1961-03-29;25.1;13.0;0;0
88;1961-03-30;26.8;13.2;0;0
89;1961-03-31;27.9;13.4;0;0
90;1961-04-01;28.9;14.0;0;0
91;1961-04-02;30.2;12.9;0;0
92;1961-04-03;26.1;16.9;0;0
93;1961-04-04;24.1;17.2;0;0
94;1961-04-05;27.5;17.4;0;0
95;1961-04-06;25.1;16.8;0;0
96;1961-04-07;27.0;18.2;0;0
97;1961-04-08;30.8;18.0;0;0
98;1961-04-09;31.9;18.6;0;0
99;1961-04-10;31.9;18.2;0;0
100;1961-04-11;31.4;19.8;1;0
101;1961-04-12;32.2;17.4;0;0
102;1961-04-13;32.4;18.6;0;0
103;1961-04-14;32.9;18.2;0;0
104;1961-04-15;32.3;19.2;1;0
105;1961-04-16;31.4;19.0;1;0
106;1961-04-17;30.4;18.1;0;0
107;1961-04-18;30.1;15.2;0;0
108;1961-04-19;23.9;16.4;0;0
109;1961-04-20;23.2;15.9;0;0
110;1961-04-21;20.6;16.8;0;0
111;1961-04-22;28.4;14.8;0;0
112;1961-04-23;26.2;17.8;0;0
113;1961-04-24;28.4;17.3;0;0
114;1961-04-25;25.1;17.6;0;0
115;1961-04-26;24.3;15.0;0;0
116;1961-04-27;25.8;11.6;0;0
117;1961-04-28;26.9;12.0;0;0
118;1961-04-29;27.0;12.4;0;0
119;1961-04-30;28.4;14.4;0;0
120;1961-05-01;27.6;15.1;0;0
121;1961-05-02;28.4;16.0;0;0
122;1961-05-03;23.1;16.8;0;0
123;1961-05-04;22.0;14.5;0;0
124;1961-05-05;25.0;11.4;0;0
125;1961-05-06;26.3;13.4;0;0
126;1961-05-07;28.3;13.8;0;0
127;1961-05-08;24.0;14.0;0;0
128;1961-05-09;24.4;16.0;0;0
129;1961-05-10;25.7;15.0;0;0
130;1961-05-11;26.6;16.1;0;0
131;1961-05-12;27.9;15.2;0;0
132;1961-05-13;28.1;15.4;0;0
133;1961-05-14;27.5;14.1;0;0
134;1961-05-15;27.9;14.9;0;0
135;1961-05-16;27.9;13.7;0;0
136;1961-05-17;27.8;13.6;0;0
137;1961-05-18;27.9;12.7;0;0
138;1961-05-19;26.9;14.8;0;0
139;1961-05-20;21.1;12.3;0;0
140;1961-05-21;24.7;11.4;0;0
141;1961-05-22;26.1;12.2;0;0
142;1961-05-23;26.1;12.8;0;0
143;1961-05-24;26.5;14.1;0;0
144;1961-05-25;25.8;13.5;0;0
145;1961-05-26;24.8;12.2;0;0
146;1961-05-27;26.2;12.7;0;0
147;1961-05-28;26.6;11.9;0;0
148;1961-05-29;26.9;10.0;0;0
149;1961-05-30;27.3;10.2;0;0
150;1961-05-31;26.9;12.3;0;0
151;1961-06-01;25.4;10.8;0;0
152;1961-06-02;26.7;13.1;0;0
153;1961-06-03;28.5;11.7;0;0
154;1961-06-04;28.5;15.0;0;0
155;1961-06-05;28.9;14.5;0;0
156;1961-06-06;29.1;14.9;0;0
157;1961-06-07;28.5;13.8;0;0
158;1961-06-08;27.6;12.4;0;0
159;1961-06-09;28.0;13.6;0;0
160;1961-06-10;27.8;12.9;0;0
161;1961-06-11;26.1;15.1;0;0
162;1961-06-12;26.6;15.4;0;0
163;1961-06-13;24.9;14.7;0;0
164;1961-06-14;19.7;14.1;0;0
165;1961-06-15;18.6;10.8;0;0
166;1961-06-16;16.2;10.2;0;0
167;1961-06-17;17.2;10.6;0;0
168;1961-06-18;27.0;12.4;0;0
169;1961-06-19;26.0;10.7;0;0
170;1961-06-20;26.3;10.1;0;0
171;1961-06-21;27.3;12.6;0;0
172;1961-06-22;22.5;12.2;0;0
173;1961-06-23;22.4;9.9;0;0
174;1961-06-24;24.0;13.6;0;0
175;1961-06-25;26.7;12.7;0;0
176;1961-06-26;26.4;12.9;0;0
177;1961-06-27;26.3;12.2;0;0
178;1961-06-28;28.3;11.8;0;0
179;1961-06-29;28.1;12.6;0;0
180;1961-06-30;28.4;14.5;0;0
181;1961-07-01;27.2;11.8;0;0
182;1961-07-02;27.5;10.3;0;0
183;1961-07-03;26.4;10.2;0;0
184;1961-07-04;26.5;16.0;0;0
185;1961-07-05;27.2;13.0;0;0
186;1961-07-06;27.1;10.9;0;0
187;1961-07-07;27.8;10.2;0;0
188;1961-07-08;20.3;11.4;0;0
189;1961-07-09;22.8;10.0;0;0
190;1961-07-10;23.4;8.5;0;0
191;1961-07-11;25.0;11.2;0;0
192;1961-07-12;27.3;10.6;0;0
193;1961-07-13;28.5;11.0;0;0
194;1961-07-14;28.3;11.6;0;0
195;1961-07-15;27.7;10.5;0;0
196;1961-07-16;27.3;9.4;0;0
197;1961-07-17;28.3;10.6;0;0
198;1961-07-18;29.2;10.7;0;0
199;1961-07-19;29.4;13.8;0;0
200;1961-07-20;28.8;9.0;0;0
201;1961-07-21;28.4;10.0;0;0
202;1961-07-22;28.7;11.4;0;0
203;1961-07-23;27.4;13.6;0;0
204;1961-07-24;27.7;11.0;0;0
205;1961-07-25;28.8;11.0;0;0
206;1961-07-26;28.0;10.2;0;0
207;1961-07-27;26.5;13.6;0;0
208;1961-07-28;22.7;12.7;0;0
209;1961-07-29;23.9;13.1;0;0
210;1961-07-30;27.1;11.8;0;0
211;1961-07-31;27.3;11.8;0;0
212;1961-08-01;25.2;12.3;0;0
213;1961-08-02;26.5;9.2;0;0
214;1961-08-03;27.1;9.9;0;0
215;1961-08-04;29.1;10.6;0;0
216;1961-08-05;29.7;12.0;0;0
217;1961-08-06;29.7;11.0;0;0
218;1961-08-07;30.0;11.3;0;0
219;1961-08-08;28.0;14.0;0;0
220;1961-08-09;27.7;12.0;0;0
221;1961-08-10;28.3;9.7;0;0
222;1961-08-11;28.0;12.8;0;0
223;1961-08-12;28.3;13.2;0;0
224;1961-08-13;28.6;11.6;0;0
225;1961-08-14;30.1;10.4;0;0
226;1961-08-15;30.6;10.9;0;0
227;1961-08-16;30.8;12.1;0;0
228;1961-08-17;29.9;13.4;0;0
229;1961-08-18;30.2;14.8;0;0
230;1961-08-19;30.4;11.4;0;0
231;1961-08-20;31.7;13.2;0;0
232;1961-08-21;26.8;13.6;0;0
233;1961-08-22;29.3;14.5;0;0
234;1961-08-23;29.9;11.3;0;0
235;1961-08-24;32.1;14.2;0;0
236;1961-08-25;33.8;15.3;0;0
237;1961-08-26;24.0;14.5;0;0
238;1961-08-27;32.3;12.8;0;0
239;1961-08-28;35.0;16.0;0;0
240;1961-08-29;33.8;14.8;0;0
241;1961-08-30;23.9;15.2;0;0
242;1961-08-31;27.9;14.0;0;0
243;1961-09-01;33.3;15.6;0;0
244;1961-09-02;33.7;16.2;0;0
245;1961-09-03;33.0;16.2;0;0
246;1961-09-04;34.4;15.8;0;0
247;1961-09-05;32.9;18.0;1;0
248;1961-09-06;26.6;17.6;0;0
249;1961-09-07;20.5;15.8;0;0
250;1961-09-08;30.4;16.0;0;0
251;1961-09-09;32.1;17.2;0;0
252;1961-09-10;33.0;17.2;1;0
253;1961-09-11;27.5;17.6;0;0
254;1961-09-12;26.7;15.8;0;0
255;1961-09-13;34.6;16.0;0;0
256;1961-09-14;36.6;18.4;1;1
257;1961-09-15;35.3;19.8;1;1
258;1961-09-16;34.9;17.6;1;1
259;1961-09-17;35.5;18.4;1;1
260;1961-09-18;36.6;17.0;0;0
261;1961-09-19;36.6;18.0;1;1
262;1961-09-20;37.2;18.0;1;1
263;1961-09-21;37.0;18.6;1;1
264;1961-09-22;26.8;18.5;0;0
265;1961-09-23;27.9;18.0;0;0
266;1961-09-24;33.4;17.1;0;0
267;1961-09-25;35.2;17.0;0;0
268;1961-09-26;34.6;16.8;0;0
269;1961-09-27;37.8;18.8;1;0
270;1961-09-28;31.6;17.6;0;0
271;1961-09-29;28.9;17.4;0;0
272;1961-09-30;29.6;11.4;0;0
273;1961-10-01;34.4;11.0;0;0
274;1961-10-02;35.5;13.7;0;0
275;1961-10-03;33.2;18.7;1;0
276;1961-10-04;34.6;16.0;0;0
277;1961-10-05;33.9;15.9;0;0
278;1961-10-06;35.7;16.0;0;0
279;1961-10-07;35.7;18.5;1;0
280;1961-10-08;34.3;17.9;0;0
281;1961-10-09;32.6;17.4;0;0
282;1961-10-10;34.1;18.2;0;0
283;1961-10-11;25.1;17.7;0;0
284;1961-10-12;31.3;14.2;0;0
285;1961-10-13;34.2;15.7;0;0
286;1961-10-14;34.4;18.7;0;0
287;1961-10-15;30.9;17.7;0;0
288;1961-10-16;23.7;17.4;0;0
289;1961-10-17;32.3;17.6;0;0
290;1961-10-18;33.0;17.7;0;0
291;1961-10-19;35.0;19.2;1;0
292;1961-10-20;32.7;19.3;0;0
293;1961-10-21;33.3;21.0;1;0
294;1961-10-22;31.3;18.6;0;0
295;1961-10-23;28.1;18.9;0;0
296;1961-10-24;34.9;18.7;0;0
297;1961-10-25;36.3;17.6;0;0
298;1961-10-26;31.6;18.0;0;0
299;1961-10-27;27.2;18.7;0;0
300;1961-10-28;26.5;17.4;0;0
301;1961-10-29;22.6;18.8;0;0
302;1961-10-30;28.5;18.8;0;0
303;1961-10-31;30.0;18.6;0;0
304;1961-11-01;33.1;19.1;0;0
305;1961-11-02;31.6;17.9;0;0
306;1961-11-03;30.2;17.4;0;0
307;1961-11-04;29.9;18.0;0;0
308;1961-11-05;31.3;18.8;0;0
309;1961-11-06;32.2;18.8;0;0
310;1961-11-07;29.5;18.1;0;0
311;1961-11-08;31.1;14.8;0;0
312;1961-11-09;32.8;13.2;0;0
313;1961-11-10;33.2;16.3;0;0
314;1961-11-11;29.7;19.5;0;0
315;1961-11-12;24.7;18.8;0;0
316;1961-11-13;30.6;16.6;0;0
317;1961-11-14;25.4;18.0;0;0
318;1961-11-15;25.8;17.0;0;0
319;1961-11-16;29.4;13.0;0;0
320;1961-11-17;30.3;15.7;0;0
321;1961-11-18;32.1;14.2;0;0
322;1961-11-19;31.9;16.0;0;0
323;1961-11-20;31.4;17.4;0;0
324;1961-11-21;31.7;19.3;0;0
325;1961-11-22;33.6;19.3;0;0
326;1961-11-23;32.4;19.1;0;0
327;1961-11-24;32.5;19.5;0;0
328;1961-11-25;33.9;20.0;1;1
329;1961-11-26;33.4;20.9;1;1
330;1961-11-27;33.8;20.1;1;1
331;1961-11-28;31.3;19.5;0;0
332;1961-11-29;32.1;18.4;0;0
333;1961-11-30;35.0;18.6;0;0
334;1961-12-01;35.0;19.3;0;0
335;1961-12-02;;19.3;0;0
336;1961-12-03;28.9;18.7;0;0
337;1961-12-04;26.5;17.8;0;0
338;1961-12-05;23.7;16.3;0;0
339;1961-12-06;26.2;15.6;0;0
340;1961-12-07;28.4;15.8;0;0
341;1961-12-08;29.0;14.9;0;0
342;1961-12-09;28.1;15.2;0;0
343;1961-12-10;30.9;15.0;0;0
344;1961-12-11;33.0;17.2;0;0
345;1961-12-12;32.5;17.5;0;0
346;1961-12-13;30.7;16.6;0;0
347;1961-12-14;26.8;18.0;0;0
348;1961-12-15;25.1;17.8;0;0
349;1961-12-16;27.7;18.2;0;0
350;1961-12-17;28.8;17.9;0;0
351;1961-12-18;25.6;17.8;0;0
352;1961-12-19;30.1;16.5;0;0
353;1961-12-20;31.0;17.7;0;0
354;1961-12-21;32.5;20.0;0;0
355;1961-12-22;31.9;17.7;0;0
356;1961-12-23;31.1;17.7;0;0
357;1961-12-24;28.4;17.7;0;0
358;1961-12-25;24.7;17.8;0;0
359;1961-12-26;21.9;17.2;0;0
360;1961-12-27;23.41;17.7;0;0
361;1961-12-28;27.9;18.2;0;0
362;1961-12-29;29.7;17.2;0;0
363;1961-12-30;28.1;18.2;0;0
364;1961-12-31;28.0;15.2;0;0
365;1962-01-01;31.1;14.4;0;0
366;1962-01-02;32.7;17.4;0;0
367;1962-01-03;28.5;18.8;0;0
368;1962-01-04;30.7;17.3;0;0
369;1962-01-05;32.0;17.3;0;0
370;1962-01-06;33.9;20.2;0;0
371;1962-01-07;33.2;20.0;0;0
372;1962-01-08;24.9;19.4;0;0
373;1962-01-09;32.2;20.4;0;0
374;1962-01-10;31.5;17.8;0;0
375;1962-01-11;31.2;17.8;0;0
376;1962-01-12;32.0;17.6;0;0
377;1962-01-13;34.6;17.7;0;0
378;1962-01-14;34.3;19.2;0;0
379;1962-01-15;31.5;19.4;0;0
380;1962-01-16;20.7;17.7;0;0
381;1962-01-17;24.1;17.0;0;0
382;1962-01-18;27.0;17.8;0;0
383;1962-01-19;28.3;19.5;0;0
384;1962-01-20;28.3;18.5;0;0
385;1962-01-21;24.0;18.0;0;0
386;1962-01-22;28.7;18.4;0;0
387;1962-01-23;32.0;18.6;0;0
388;1962-01-24;30.0;19.4;0;0
389;1962-01-25;32.2;20.0;0;0
390;1962-01-26;26.1;18.8;0;0
391;1962-01-27;26.2;17.6;0;0
392;1962-01-28;28.8;14.7;0;0
393;1962-01-29;30.7;16.5;0;0
394;1962-01-30;28.4;17.9;0;0
395;1962-01-31;28.2;13.9;0;0
396;1962-02-01;31.5;14.4;0;0
397;1962-02-02;33.1;15.9;0;0
398;1962-02-03;31.8;17.9;0;0
399;1962-02-04;24.4;19.6;0;0
400;1962-02-05;27.4;18.8;0;0
401;1962-02-06;27.7;16.6;0;0
402;1962-02-07;29.7;18.5;0;0
403;1962-02-08;30.3;17.0;0;0
404;1962-02-09;30.2;19.6;0;0
405;1962-02-10;31.3;18.3;0;0
406;1962-02-11;30.4;19.1;0;0
407;1962-02-12;26.7;19.6;0;0
408;1962-02-13;31.9;19.1;0;0
409;1962-02-14;33.1;19.3;0;0
410;1962-02-15;32.7;19.5;0;0
411;1962-02-16;30.1;17.7;0;0
412;1962-02-17;31.9;18.8;0;0
413;1962-02-18;30.9;19.0;0;0
414;1962-02-19;25.7;18.7;0;0
415;1962-02-20;30.7;18.0;0;0
416;1962-02-21;31.8;18.5;0;0
417;1962-02-22;26.3;19.0;0;0
418;1962-02-23;28.4;19.0;0;0
419;1962-02-24;25.4;19.1;0;0
420;1962-02-25;27.8;15.2;0;0
421;1962-02-26;29.2;16.8;0;0
422;1962-02-27;29.0;17.5;0;0
423;1962-02-28;29.5;17.6;0;0
424;1962-03-01;26.1;18.1;0;0
425;1962-03-02;27.3;18.5;0;0
426;1962-03-03;27.8;18.8;0;0
427;1962-03-04;28.7;18.0;0;0
428;1962-03-05;29.6;18.8;0;0
429;1962-03-06;29.3;18.0;0;0
430;1962-03-07;31.0;17.9;0;0
431;1962-03-08;31.7;18.4;0;0
432;1962-03-09;31.2;17.6;0;0
433;1962-03-10;27.6;19.0;0;0
434;1962-03-11;24.7;19.7;0;0
435;1962-03-12;22.5;18.8;0;0
436;1962-03-13;23.2;18.4;0;0
437;1962-03-14;26.3;18.6;0;0
438;1962-03-15;26.9;18.7;0;0
439;1962-03-16;27.6;18.1;0;0
440;1962-03-17;26.8;19.0;0;0
441;1962-03-18;27.5;18.6;0;0
442;1962-03-19;25.4;19.0;0;0
443;1962-03-20;26.0;18.6;0;0
444;1962-03-21;28.9;17.7;0;0
445;1962-03-22;30.0;16.6;0;0
446;1962-03-23;31.3;17.3;0;0
447;1962-03-24;31.4;18.6;0;0
448;1962-03-25;29.8;14.8;0;0
449;1962-03-26;30.4;16.4;0;0
450;1962-03-27;29.8;18.6;0;0
451;1962-03-28;30.4;17.4;0;0
452;1962-03-29;30.8;17.0;0;0
453;1962-03-30;31.6;16.9;0;0
454;1962-03-31;30.7;17.8;0;0
455;1962-04-01;30.0;17.8;0;0
456;1962-04-02;29.9;15.7;0;0
457;1962-04-03;29.2;16.6;0;0
458;1962-04-04;27.3;17.8;0;0
459;1962-04-05;28.1;16.0;0;0
460;1962-04-06;29.0;16.3;0;0
461;1962-04-07;29.7;15.0;0;0
462;1962-04-08;29.7;15.4;0;0
463;1962-04-09;28.4;16.6;0;0
464;1962-04-10;24.7;13.5;0;0
465;1962-04-11;27.2;14.0;0;0
466;1962-04-12;28.0;15.2;0;0
467;1962-04-13;27.6;16.6;0;0
468;1962-04-14;28.5;15.0;0;0
469;1962-04-15;29.6;16.2;0;0
470;1962-04-16;28.6;17.8;0;0
471;1962-04-17;28.3;18.6;0;0
472;1962-04-18;26.9;18.8;0;0
473;1962-04-19;27.7;18.1;0;0
474;1962-04-20;24.5;14.6;0;0
475;1962-04-21;25.5;13.5;0;0
476;1962-04-22;26.1;13.4;0;0
477;1962-04-23;27.6;10.7;0;0
478;1962-04-24;27.4;18.0;0;0
479;1962-04-25;29.0;13.0;0;0
480;1962-04-26;25.7;16.9;0;0
481;1962-04-27;25.9;13.1;0;0
482;1962-04-28;26.3;9.8;0;0
483;1962-04-29;18.7;16.0;0;0
484;1962-04-30;27.3;16.0;0;0
485;1962-05-01;25.4;16.4;0;0
486;1962-05-02;25.4;17.1;0;0
487;1962-05-03;23.6;17.6;0;0
488;1962-05-04;21.0;12.3;0;0
489;1962-05-05;22.0;9.6;0;0
490;1962-05-06;23.2;7.0;0;0
491;1962-05-07;23.5;7.5;0;0
492;1962-05-08;20.7;7.6;0;0
493;1962-05-09;22.8;11.5;0;0
494;1962-05-10;24.7;10.4;0;0
495;1962-05-11;23.4;10.0;0;0
496;1962-05-12;24.4;10.7;0;0
497;1962-05-13;24.1;12.0;0;0
498;1962-05-14;24.8;12.7;0;0
499;1962-05-15;25.1;12.7;0;0
500;1962-05-16;26.2;13.0;0;0
501;1962-05-17;27.9;16.3;0;0
502;1962-05-18;27.2;15.7;0;0
503;1962-05-19;27.5;16.3;0;0
504;1962-05-20;28.5;16.0;0;0
505;1962-05-21;29.0;16.6;1;0
506;1962-05-22;28.7;14.9;0;0
507;1962-05-23;27.5;13.8;0;0
508;1962-05-24;25.5;13.2;0;0
509;1962-05-25;23.5;10.6;0;0
510;1962-05-26;24.3;8.0;0;0
511;1962-05-27;27.0;9.9;0;0
512;1962-05-28;18.4;14.7;0;0
513;1962-05-29;19.2;12.3;0;0
514;1962-05-30;17.0;8.4;0;0
515;1962-05-31;18.6;7.1;0;0
516;1962-06-01;23.4;8.4;0;0
517;1962-06-02;26.7;9.0;0;0
518;1962-06-03;20.0;15.2;0;0
519;1962-06-04;19.4;11.2;0;0
520;1962-06-05;23.2;11.1;0;0
521;1962-06-06;19.2;11.9;0;0
522;1962-06-07;23.0;13.6;0;0
523;1962-06-08;18.8;14.0;0;0
524;1962-06-09;22.3;12.8;0;0
525;1962-06-10;19.8;9.8;0;0
526;1962-06-11;16.6;8.1;0;0
527;1962-06-12;19.1;3.8;0;0
528;1962-06-13;20.0;9.2;0;0
529;1962-06-14;19.4;10.2;0;0
530;1962-06-15;20.5;9.4;0;0
531;1962-06-16;21.4;9.2;0;0
532;1962-06-17;21.8;10.0;0;0
533;1962-06-18;23.1;8.2;0;0
534;1962-06-19;23.7;7.9;0;0
535;1962-06-20;25.2;8.2;0;0
536;1962-06-21;25.5;8.6;0;0
537;1962-06-22;25.0;11.2;0;0
538;1962-06-23;22.0;11.8;0;0
539;1962-06-24;22.5;8.9;0;0
540;1962-06-25;27.6;11.1;0;0
541;1962-06-26;27.9;11.5;0;0
542;1962-06-27;29.0;12.2;0;0
543;1962-06-28;26.1;10.8;0;0
544;1962-06-29;25.7;9.6;0;0
545;1962-06-30;24.8;9.1;0;0
546;1962-07-01;24.8;9.4;0;0
547;1962-07-02;24.7;9.8;0;0
548;1962-07-03;24.5;8.7;0;0
549;1962-07-04;24.9;9.2;0;0
550;1962-07-05;16.2;9.4;0;0
551;1962-07-06;18.0;9.3;0;0
552;1962-07-07;18.0;2.0;0;0
553;1962-07-08;22.0;9.3;0;0
554;1962-07-09;26.7;11.0;0;0
555;1962-07-10;19.7;10.3;0;0
556;1962-07-11;19.3;5.6;0;0
557;1962-07-12;22.9;6.7;0;0
558;1962-07-13;25.4;9.0;0;0
559;1962-07-14;26.7;10.2;0;0
560;1962-07-15;27.6;10.3;0;0
561;1962-07-16;28.3;11.9;0;0
562;1962-07-17;24.4;12.0;0;0
563;1962-07-18;23.3;12.2;0;0
564;1962-07-19;20.5;13.6;0;0
565;1962-07-20;17.7;10.4;0;0
566;1962-07-21;23.1;10.1;0;0
567;1962-07-22;23.3;7.9;0;0
568;1962-07-23;21.6;10.0;0;0
569;1962-07-24;17.8;12.9;0;0
570;1962-07-25;22.6;12.4;0;0
571;1962-07-26;19.3;7.2;0;0
572;1962-07-27;18.4;3.5;0;0
573;1962-07-28;21.9;8.8;0;0
574;1962-07-29;24.5;10.9;0;0
575;1962-07-30;25.6;11.4;0;0
576;1962-07-31;26.1;12.6;0;0
577;1962-08-01;27.2;11.3;0;0
578;1962-08-02;25.8;10.9;0;0
579;1962-08-03;27.8;11.4;0;0
580;1962-08-04;28.7;13.0;0;0
581;1962-08-05;28.4;14.0;0;0
582;1962-08-06;27.88;11.4;0;0
583;1962-08-07;26.9;12.4;0;0
584;1962-08-08;27.8;12.3;0;0
585;1962-08-09;28.0;11.2;0;0
586;1962-08-10;28.9;12.1;0;0
587;1962-08-11;25.9;14.3;0;0
588;1962-08-12;23.4;13.0;0;0
589;1962-08-13;23.7;9.3;0;0
590;1962-08-14;24.4;10.4;0;0
591;1962-08-15;28.4;11.5;0;0
592;1962-08-16;23.5;14.4;0;0
593;1962-08-17;25.1;15.0;0;0
594;1962-08-18;27.4;11.0;0;0
595;1962-08-19;27.0;10.4;0;0
596;1962-08-20;26.6;12.8;0;0
597;1962-08-21;27.9;12.9;0;0
598;1962-08-22;23.8;13.0;0;0
599;1962-08-23;16.2;11.8;0;0
600;1962-08-24;19.2;8.3;0;0
601;1962-08-25;21.9;7.2;0;0
602;1962-08-26;27.9;7.5;0;0
603;1962-08-27;30.3;9.7;0;0
604;1962-08-28;30.7;11.8;0;0
605;1962-08-29;31.9;11.2;0;0
606;1962-08-30;27.6;13.1;0;0
607;1962-08-31;24.0;14.8;0;0
608;1962-09-01;27.8;12.7;0;0
609;1962-09-02;29.5;14.6;0;0
610;1962-09-03;29.4;15.4;0;0
611;1962-09-04;31.2;15.4;0;0
612;1962-09-05;30.4;15.4;0;0
613;1962-09-06;30.4;17.9;0;0
614;1962-09-07;30.2;16.9;0;0
615;1962-09-08;31.8;17.0;0;0
616;1962-09-09;23.9;16.4;0;0
617;1962-09-10;30.5;15.9;0;0
618;1962-09-11;31.9;16.9;0;0
619;1962-09-12;23.1;15.2;0;0
620;1962-09-13;20.0;13.8;0;0
621;1962-09-14;24.5;14.4;0;0
622;1962-09-15;27.5;12.8;0;0
623;1962-09-16;27.8;12.3;0;0
624;1962-09-17;29.7;13.0;0;0
625;1962-09-18;31.0;15.4;0;0
626;1962-09-19;30.7;15.8;0;0
627;1962-09-20;25.6;15.6;0;0
628;1962-09-21;22.9;17.3;0;0
629;1962-09-22;21.6;14.9;0;0
630;1962-09-23;21.2;12.7;0;0
631;1962-09-24;23.6;9.9;0;0
632;1962-09-25;25.4;10.7;0;0
633;1962-09-26;29.4;12.0;0;0
634;1962-09-27;31.1;14.2;0;0
635;1962-09-28;30.5;12.2;0;0
636;1962-09-29;26.8;16.2;0;0
637;1962-09-30;29.6;15.8;0;0
638;1962-10-01;30.2;14.5;0;0
639;1962-10-02;22.3;17.4;0;0
640;1962-10-03;26.2;17.4;0;0
641;1962-10-04;22.6;16.0;0;0
642;1962-10-05;26.9;15.0;0;0
643;1962-10-06;27.2;13.8;0;0
644;1962-10-07;30.8;14.2;0;0
645;1962-10-08;23.9;17.6;0;0
646;1962-10-09;19.1;15.1;0;0
647;1962-10-10;23.8;16.0;0;0
648;1962-10-11;19.0;16.2;0;0
649;1962-10-12;22.9;14.2;0;0
650;1962-10-13;25.4;12.6;0;0
651;1962-10-14;25.8;13.4;0;0
652;1962-10-15;28.0;14.6;0;0
653;1962-10-16;30.3;16.2;0;0
654;1962-10-17;31.0;17.6;0;0
655;1962-10-18;29.7;18.0;0;0
656;1962-10-19;22.9;18.0;0;0
657;1962-10-20;20.3;13.5;0;0
658;1962-10-21;21.9;12.0;0;0
659;1962-10-22;25.9;13.0;0;0
660;1962-10-23;26.4;13.6;0;0
661;1962-10-24;21.8;16.6;0;0
662;1962-10-25;24.4;15.4;0;0
663;1962-10-26;27.3;14.8;0;0
664;1962-10-27;28.7;14.8;0;0
